Data: 20/05/2026
Posizione,Progetto,Classe,Versione,Numero Smell,Tempo di Refactoring,Debito Tecnico
2131,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/LinkedAccountUR.java,5.0.0,0,0,0
2132,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/filters/LinkRewriteGatewayFilterFactory.java,5.0.0,0,0,0
2133,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/ListResponse.java,5.0.0,0,0,0
2134,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/pushpull/LiveSyncDeltaMapper.java,5.0.0,0,0,0
2135,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/LiveSyncJob.java,5.0.0,0,0,0
2136,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/LiveSyncTask.java,5.0.0,0,0,0
2137,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/LoggerConf.java,5.0.0,0,0,0
2138,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/LoggerConfOp.java,5.0.0,0,0,0
2139,SYNCOPE,core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/api/LogicActions.java,5.0.0,0,0,0
2140,SYNCOPE,ext/oidcc4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/oidcc4ui/LoginResource.java,5.0.0,0,0,0
2141,SYNCOPE,ext/saml2sp4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/saml2sp4ui/LoginResource.java,5.0.0,0,0,0
2142,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Logout.java,5.0.0,0,0,0
2143,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/Logout.java,5.0.0,0,0,0
2144,SYNCOPE,ext/oidcc4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/oidcc4ui/LogoutResource.java,5.0.0,0,0,0
2145,SYNCOPE,ext/saml2sp4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/saml2sp4ui/LogoutResource.java,5.0.0,0,0,0
2146,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/LogoutRouteMatcher.java,5.0.0,0,0,0
2147,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/LogoutType.java,5.0.0,0,0,0
2148,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/LongPatchItem.java,5.0.0,0,0,0
2149,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/macro/MacroActions.java,5.0.0,0,0,0
2150,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/MacroTaskCommand.java,5.0.0,0,0,0
2151,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/MacroTaskTO.java,5.0.0,0,0,0
2152,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/MailTemplate.java,5.0.0,0,0,0
2153,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/MailTemplateDAO.java,5.0.0,0,0,0
2154,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/MailTemplateFormat.java,5.0.0,0,0,0
2155,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/MailTemplateRepo.java,5.0.0,0,0,0
2156,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/MailTemplateRepo.java,5.0.0,0,0,0
2157,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/MailTemplateTO.java,5.0.0,0,0,0
2158,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/MalformedPathException.java,5.0.0,0,0,0
2159,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/MapChoiceRenderer.java,5.0.0,0,0,0
2160,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/MapOfListModel.java,5.0.0,0,0,0
2161,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/Mapping.java,5.0.0,0,0,0
2162,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/MappingPurpose.java,5.0.0,0,0,0
2163,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/utils/MappingUtils.java,5.0.0,0,0,0
2164,SYNCOPE,.github/workflows/mariadb.yml,5.0.0,0,0,0
2165,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/MariaDBEntityFactory.java,5.0.0,0,0,0
2166,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/MariaDBJPAAnySearchDAO.java,5.0.0,0,0,0
2167,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/MariaDBJPARealmSearchDAO.java,5.0.0,0,0,0
2168,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/MariaDBPersistenceContext.java,5.0.0,0,0,0
2169,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/MariaDBPlainSchemaRepoExtImpl.java,5.0.0,0,0,0
2170,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/MatchingRule.java,5.0.0,0,0,0
2171,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/MatchType.java,5.0.0,0,0,0
2172,SYNCOPE,ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/Member.java,5.0.0,0,0,0
2173,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/MemberCond.java,5.0.0,0,0,0
2174,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/Membership.java,5.0.0,0,0,0
2175,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/MembershipCond.java,5.0.0,0,0,0
2176,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/MembershipTO.java,5.0.0,0,0,0
2177,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/request/MembershipUR.java,5.0.0,0,0,0
2178,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/any/MergeLinkedAccountsWizardModel.java,5.0.0,0,0,0
2179,SYNCOPE,ext/saml2sp4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/resources/saml2sp4ui/MetadataResource.java,5.0.0,0,0,0
2180,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/head/MetaHeaderItem.java,5.0.0,0,0,0
2181,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/wicket/markup/head/MetaHeaderItem.java,5.0.0,0,0,0
2182,SYNCOPE,core/metrics-starter/src/main/java/org/apache/syncope/core/starter/MetricsContext.java,5.0.0,0,0,0
2183,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/Mfa.java,5.0.0,0,0,0
2184,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/MFAAuthModuleConf.java,5.0.0,0,0,0
2185,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/MfaCheck.java,5.0.0,0,0,0
2186,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/MfaRestClient.java,5.0.0,0,0,0
2187,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/rest/MfaRestClient.java,5.0.0,0,0,0
2188,SYNCOPE,common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/MfaService.java,5.0.0,0,0,0
2189,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/MfaServiceImpl.java,5.0.0,0,0,0
2190,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/wa/MfaTrustedDevice.java,5.0.0,0,0,0
2191,SYNCOPE,core/am/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/wa/MfaTrustStorageServiceImpl.java,5.0.0,0,0,0
2192,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/panels/ModalPanel.java,5.0.0,0,0,0
2193,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/ModalPanelBuilder.java,5.0.0,0,0,0
2194,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/Mode.java,5.0.0,0,0,0
2195,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/ModelerPopupPage.java,5.0.0,0,0,0
2196,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/jws/MSEntraAccessTokenJWSVerifier.java,5.0.0,0,0,0
2197,SYNCOPE,core/spring/src/main/java/org/apache/syncope/core/spring/security/MSEntraJWTSSOProvider.java,5.0.0,0,0,0
2198,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/spring/MultiJarAwarePersistenceUnitPostProcessor.java,5.0.0,0,0,0
2199,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/MultiParentNode.java,5.0.0,0,0,0
2200,SYNCOPE,core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/MultiParentNodeOp.java,5.0.0,0,0,0
2201,SYNCOPE,.github/workflows/mysql.yml,5.0.0,0,0,0
2202,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/MySQLEntityFactory.java,5.0.0,0,0,0
2203,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/MySQLPersistenceContext.java,5.0.0,0,0,0
2204,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/MySQLPlainSchemaRepoExtImpl.java,5.0.0,0,0,0
2205,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/NamedEntityTO.java,5.0.0,0,0,0
2206,SYNCOPE,.github/workflows/neo4j.yml,5.0.0,0,0,0
2207,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jAnyMatchDAO.java,5.0.0,0,0,0
2208,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/model/Neo4jDomain.java,5.0.0,0,0,0
2209,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jFormPropertyDefRelationship.java,5.0.0,0,0,0
2210,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jImplementationRelationship.java,5.0.0,0,0,0
2211,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jMacroTaskCommandRelationship.java,5.0.0,0,0,0
2212,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/Neo4jOIDCOpEntityDAO.java,5.0.0,0,0,0
2213,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/Neo4jSortedRelationsihip.java,5.0.0,0,0,0
2214,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jTaskUtils.java,5.0.0,0,0,0
2215,SYNCOPE,common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/model/NetworkService.java,5.0.0,0,0,0
2216,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/keymaster/NetworkServiceDAO.java,5.0.0,0,0,0
2217,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/keymaster/NetworkServiceEntity.java,5.0.0,0,0,0
2218,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NetworkServiceRepo.java,5.0.0,0,0,0
2219,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/NetworkServiceRepo.java,5.0.0,0,0,0
2220,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NetworkServiceRepoExt.java,5.0.0,0,0,0
2221,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/NetworkServiceRepoExt.java,5.0.0,0,0,0
2222,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NetworkServiceRepoExtImpl.java,5.0.0,0,0,0
2223,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/spring/NodeValidator.java,5.0.0,0,0,0
2224,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/NotFoundException.java,5.0.0,0,0,0
2225,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/NotificationDAO.java,5.0.0,0,0,0
2226,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/NotificationDataBinder.java,5.0.0,0,0,0
2227,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/notification/NotificationJobDelegate.java,5.0.0,0,0,0
2228,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/NotificationMailBody.java,5.0.0,0,0,0
2229,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/notification/NotificationManager.java,5.0.0,0,0,0
2230,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/panels/NotificationPanel.java,5.0.0,0,0,0
2231,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NotificationRepo.java,5.0.0,0,0,0
2232,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/NotificationRepo.java,5.0.0,0,0,0
2233,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NotificationRepoExt.java,5.0.0,0,0,0
2234,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/NotificationRepoExt.java,5.0.0,0,0,0
2235,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/NotificationRepoExtImpl.java,5.0.0,0,0,0
2236,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/NotificationRepoExtImpl.java,5.0.0,0,0,0
2237,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/NotificationRestClient.java,5.0.0,0,0,0
2238,SYNCOPE,core/idrepo/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/NotificationServiceImpl.java,5.0.0,0,0,0
2239,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/task/NotificationTask.java,5.0.0,0,0,0
2240,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/NotificationTaskTO.java,5.0.0,0,0,0
2241,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/NotificationTO.java,5.0.0,0,0,0
2242,SYNCOPE,ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/task/Notify.java,5.0.0,0,0,0
2243,SYNCOPE,ext/saml2sp4ui/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/NullRequestedAuthnContextProvider.java,5.0.0,0,0,0
2244,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/info/NumbersInfo.java,5.0.0,0,0,0
2245,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/oauth2/OAuth2SecurityConfigUtils.java,5.0.0,0,0,0
2246,SYNCOPE,sra/src/main/java/org/apache/syncope/sra/security/oauth2/OAuth2SessionRemovalServerLogoutHandler.java,5.0.0,0,0,0
2247,SYNCOPE,client/idrepo/lib/src/main/java/org/apache/syncope/client/lib/ObtainingJWTAuthenticationHandler.java,5.0.0,0,0,0
2248,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/OIDCApplicationType.java,5.0.0,0,0,0
2249,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/OIDCAuthModuleConf.java,5.0.0,0,0,0
2250,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/OIDCC4UIConsoleContext.java,5.0.0,0,0,0
2251,SYNCOPE,ext/oidcc4ui/client-common-ui/src/main/java/org/apache/syncope/client/ui/commons/panels/OIDCC4UIConstants.java,5.0.0,0,0,0
2252,SYNCOPE,ext/oidcc4ui/logic/src/main/java/org/apache/syncope/core/logic/oidc/OIDCC4UIContext.java,5.0.0,0,0,0
2253,SYNCOPE,ext/oidcc4ui/client-enduser/src/main/java/org/apache/syncope/client/enduser/OIDCC4UIEnduserContext.java,5.0.0,0,0,0
2254,SYNCOPE,ext/oidcc4ui/common-lib/src/main/java/org/apache/syncope/common/lib/types/OIDCC4UIEntitlement.java,5.0.0,0,0,0
2255,SYNCOPE,ext/oidcc4ui/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/OIDCC4UIEntityFactory.java,5.0.0,0,0,0
2256,SYNCOPE,ext/oidcc4ui/logic/src/main/java/org/apache/syncope/core/logic/init/OIDCC4UILoader.java,5.0.0,0,0,0
2257,SYNCOPE,ext/oidcc4ui/logic/src/main/java/org/apache/syncope/core/logic/OIDCC4UILogicContext.java,5.0.0,0,0,0
2258,SYNCOPE,ext/oidcc4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/OIDCC4UIPersistenceContext.java,5.0.0,0,0,0
2259,SYNCOPE,ext/oidcc4ui/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/OIDCC4UIProviderActions.java,5.0.0,0,0,0
2260,SYNCOPE,ext/oidcc4ui/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/validation/OIDCC4UIProviderCheck.java,5.0.0,0,0,0
2261,SYNCOPE,ext/oidcc4ui/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/OIDCC4UIProviderDataBinder.java,5.0.0,0,0,0
2262,SYNCOPE,ext/oidcc4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/OIDCC4UIProviderRepo.java,5.0.0,0,0,0
2263,SYNCOPE,ext/oidcc4ui/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/OIDCC4UIProviderServiceImpl.java,5.0.0,0,0,0
2264,SYNCOPE,ext/oidcc4ui/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/validation/OIDCC4UIProviderValidator.java,5.0.0,0,0,0
2265,SYNCOPE,ext/oidcc4ui/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/OIDCC4UIProvisioningContext.java,5.0.0,0,0,0
2266,SYNCOPE,ext/oidcc4ui/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/OIDCC4UIRESTCXFContext.java,5.0.0,0,0,0
2267,SYNCOPE,ext/oidcc4ui/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/OIDCC4UIServiceImpl.java,5.0.0,0,0,0
2268,SYNCOPE,ext/oidcc4ui/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/OIDCC4UIUserTemplate.java,5.0.0,0,0,0
2269,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/OIDCClientBeforeLogout.java,5.0.0,0,0,0
2270,SYNCOPE,ext/oidcc4ui/client-enduser/src/main/java/org/apache/syncope/client/enduser/pages/OIDCClientBeforeLogout.java,5.0.0,0,0,0
2271,SYNCOPE,ext/oidcc4ui/common-lib/src/main/java/org/apache/syncope/common/lib/types/OIDCClientImplementationType.java,5.0.0,0,0,0
2272,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/OIDCClientLogin.java,5.0.0,0,0,0
2273,SYNCOPE,ext/oidcc4ui/client-enduser/src/main/java/org/apache/syncope/client/enduser/pages/OIDCClientLogin.java,5.0.0,0,0,0
2274,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/OIDCClientLogout.java,5.0.0,0,0,0
2275,SYNCOPE,ext/oidcc4ui/client-enduser/src/main/java/org/apache/syncope/client/enduser/pages/OIDCClientLogout.java,5.0.0,0,0,0
2276,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/OIDCClientSelfReg.java,5.0.0,0,0,0
2277,SYNCOPE,ext/oidcc4ui/common-lib/src/main/java/org/apache/syncope/common/lib/oidc/OIDCConstants.java,5.0.0,0,0,0
2278,SYNCOPE,ext/oidcc4ui/common-lib/src/main/java/org/apache/syncope/common/lib/oidc/OIDCLoginResponse.java,5.0.0,0,0,0
2279,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/am/OIDCOpEntity.java,5.0.0,0,0,0
2280,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/OIDCOpEntityDAO.java,5.0.0,0,0,0
2281,SYNCOPE,core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/data/OIDCOpEntityDataBinder.java,5.0.0,0,0,0
2282,SYNCOPE,core/am/logic/src/main/java/org/apache/syncope/core/logic/OIDCOpEntityLogic.java,5.0.0,0,0,0
2283,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/rest/OIDCOpEntityRestClient.java,5.0.0,0,0,0
2284,SYNCOPE,core/am/rest-cxf/src/main/java/org/apache/syncope/core/rest/cxf/service/OIDCOpEntityServiceImpl.java,5.0.0,0,0,0
2285,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/to/OIDCOpEntityTO.java,5.0.0,0,0,0
2286,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/rest/OIDCProviderRestClient.java,5.0.0,0,0,0
2287,SYNCOPE,ext/oidcc4ui/common-lib/src/main/java/org/apache/syncope/common/lib/oidc/OIDCRequest.java,5.0.0,0,0,0
2288,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/OIDCResponseType.java,5.0.0,0,0,0
2289,SYNCOPE,core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/am/OIDCRPClientApp.java,5.0.0,0,0,0
2290,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/OIDCRPClientAppRepo.java,5.0.0,0,0,0
2291,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/OIDCRPClientAppRepo.java,5.0.0,0,0,0
2292,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/OIDCRPClientAppRepoExt.java,5.0.0,0,0,0
2293,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/OIDCRPClientAppRepoExt.java,5.0.0,0,0,0
2294,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/OIDCRPClientAppRepoExtImpl.java,5.0.0,0,0,0
2295,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/OIDCRPClientAppRepoExtImpl.java,5.0.0,0,0,0
2296,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/to/OIDCRPClientAppTO.java,5.0.0,0,0,0
2297,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/mapping/OIDCRPClientAppTOMapper.java,5.0.0,0,0,0
2298,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/OIDCSubjectType.java,5.0.0,0,0,0
2299,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/types/OIDCTokenEncryptionEncoding.java,5.0.0,0,0,0
2300,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/OktaAuthModuleConf.java,5.0.0,0,0,0
2301,SYNCOPE,wa/starter/src/main/java/org/apache/syncope/wa/starter/mapping/OpenFGAAccessMapper.java,5.0.0,0,0,0
2302,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/policy/OpenFGAAccessPolicyConf.java,5.0.0,0,0,0
2303,SYNCOPE,ext/openfga/client-openfga/src/main/java/org/apache/syncope/ext/openfga/client/OpenFGAClient.java,5.0.0,0,0,0
2304,SYNCOPE,ext/openfga/client-openfga/src/main/java/org/apache/syncope/ext/openfga/client/OpenFGAClientContext.java,5.0.0,0,0,0
2305,SYNCOPE,ext/openfga/client-openfga/src/main/java/org/apache/syncope/ext/openfga/client/OpenFGAProperties.java,5.0.0,0,0,0
2306,SYNCOPE,ext/opensearch/client-opensearch/src/main/java/org/apache/syncope/ext/opensearch/client/OpenSearchClientContext.java,5.0.0,0,0,0
2307,SYNCOPE,ext/opensearch/client-opensearch/src/main/java/org/apache/syncope/ext/opensearch/client/OpenSearchIndexLoader.java,5.0.0,0,0,0
2308,SYNCOPE,ext/opensearch/persistence/src/main/java/org/apache/syncope/core/persistence/opensearch/OpenSearchPersistenceContext.java,5.0.0,0,0,0
2309,SYNCOPE,ext/opensearch/client-opensearch/src/main/java/org/apache/syncope/ext/opensearch/client/OpenSearchProperties.java,5.0.0,0,0,0
2310,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/types/OpEvent.java,5.0.0,0,0,0
2311,SYNCOPE,.github/workflows/oracle.yml,5.0.0,0,0,0
2312,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/OracleEntityFactory.java,5.0.0,0,0,0
2313,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/OraclePersistenceContext.java,5.0.0,0,0,0
2314,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/OraclePlainSchemaRepoExtImpl.java,5.0.0,0,0,0
2315,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/OrderBySupport.java,5.0.0,0,0,0
2316,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/OrgUnit.java,5.0.0,0,0,0
2317,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/converters/OrgUnitConverter.java,5.0.0,0,0,0
2318,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/Pac4jAuthModuleConf.java,5.0.0,0,0,0
2319,SYNCOPE,fit/core-reference/src/main/java/org/apache/syncope/fit/core/reference/package-info.java,5.0.0,0,0,0
2320,SYNCOPE,core/workflow-api/src/main/java/org/apache/syncope/core/workflow/api/package-info.java,5.0.0,0,0,0
2321,SYNCOPE,common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/PagedConnObjectResult.java,5.0.0,0,0,0
2322,SYNCOPE,common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/PagedResult.java,5.0.0,0,0,0
2323,SYNCOPE,common/am/lib/src/main/java/org/apache/syncope/common/lib/clientapps/PairwiseOidcUsernameAttributeProviderConf.java,5.0.0,0,0,0
